iso2,year,gender,age_group,frequency
LV,2000,f,35-44,27
LV,2000,f,45-54,28
LV,2000,f,55-64,7
LV,2000,f,65+,15
LV,2001,m,0-14,0
LV,2001,m,15-24,48
LV,2001,m,25-34,109
LV,2001,m,35-44,138
LV,2001,m,45-54,101
LV,2001,m,55-64,64
LV,2001,m,65+,32
LV,2001,f,0-14,2
LV,2001,f,15-24,24
LV,2001,f,25-34,33
LV,2001,f,35-44,41
LV,2001,f,45-54,31
LV,2001,f,55-64,18
LV,2001,f,65+,20
LV,2002,m,0-14,0
LV,2002,m,15-24,32
LV,2002,m,25-34,98
LV,2002,m,35-44,123
LV,2002,m,45-54,121
LV,2002,m,55-64,64
LV,2002,m,65+,26
LV,2002,f,0-14,0
LV,2002,f,15-24,37
LV,2002,f,25-34,42
LV,2002,f,35-44,37
LV,2002,f,45-54,23
LV,2002,f,55-64,11
LV,2002,f,65+,22
LV,2003,m,0-14,0
LV,2003,m,15-24,36
LV,2003,m,25-34,74
LV,2003,m,35-44,141
LV,2003,m,45-54,106
LV,2003,m,55-64,59
LV,2003,m,65+,32
LV,2003,f,0-14,0
LV,2003,f,15-24,31
LV,2003,f,25-34,42
LV,2003,f,35-44,42
LV,2003,f,45-54,35
LV,2003,f,55-64,17
LV,2003,f,65+,26
LV,2004,m,0-14,0
LV,2004,m,15-24,30
LV,2004,m,25-34,74
LV,2004,m,35-44,119
LV,2004,m,45-54,109
LV,2004,m,55-64,53
LV,2004,m,65+,38
LV,2004,f,0-14,2
LV,2004,f,15-24,29
LV,2004,f,25-34,32
LV,2004,f,35-44,36
LV,2004,f,45-54,29
LV,2004,f,55-64,12
LV,2004,f,65+,19
LV,2005,m,0-4,0
LV,2005,m,5-14,1
LV,2005,m,0-14,1
LV,2005,m,15-24,22
LV,2005,m,25-34,71
LV,2005,m,35-44,104
LV,2005,m,45-54,117
LV,2005,m,55-64,55
LV,2005,m,65+,34
LV,2005,m,unknown,0
LV,2005,f,0-4,0
LV,2005,f,5-14,0
LV,2005,f,0-14,0
LV,2005,f,15-24,17
LV,2005,f,25-34,31
LV,2005,f,35-44,31
LV,2005,f,45-54,23
LV,2005,f,55-64,18
LV,2005,f,65+,12
LV,2005,f,unknown,0
LV,2006,m,0-4,0
LV,2006,m,5-14,2
LV,2006,m,0-14,2
LV,2006,m,15-24,27
LV,2006,m,25-34,78
LV,2006,m,35-44,82
LV,2006,m,45-54,105
LV,2006,m,55-64,51
LV,2006,m,65+,26
LV,2006,m,unknown,0
LV,2006,f,0-4,0
LV,2006,f,5-14,0
LV,2006,f,0-14,0
LV,2006,f,15-24,17
LV,2006,f,25-34,27
LV,2006,f,35-44,33
LV,2006,f,45-54,28
LV,2006,f,55-64,9
LV,2006,f,65+,13
LV,2006,f,unknown,0
LV,2007,m,15-24,33
LV,2007,m,25-34,65
LV,2007,m,35-44,93
LV,2007,m,45-54,102
LV,2007,m,55-64,49
LV,2007,m,65+,19
LV,2007,f,5-14,1
LV,2007,f,0-14,1
LV,2007,f,15-24,18
LV,2007,f,25-34,27
LV,2007,f,35-44,32
LV,2007,f,45-54,18
LV,2007,f,55-64,12
LV,2007,f,65+,9
LV,2008,m,0-4,0
LV,2008,m,5-14,0
LV,2008,m,0-14,0
LV,2008,m,15-24,28
LV,2008,m,25-34,54
LV,2008,m,35-44,71
LV,2008,m,45-54,71
LV,2008,m,55-64,47
LV,2008,m,65+,27
LV,2008,m,unknown,0
LV,2008,f,0-4,0
LV,2008,f,5-14,0
LV,2008,f,0-14,0
LV,2008,f,15-24,11
LV,2008,f,25-34,23
LV,2008,f,35-44,26
LV,2008,f,45-54,21
LV,2008,f,55-64,9
LV,2008,f,65+,12
LV,2008,f,unknown,0
LY,1995,m,0-14,2
LY,1995,m,15-24,112
LY,1995,m,25-34,212
LY,1995,m,35-44,78
LY,1995,m,45-54,46
LY,1995,m,55-64,22
LY,1995,m,65+,21
LY,1995,f,0-14,5
LY,1995,f,15-24,34
LY,1995,f,25-34,31
LY,1995,f,35-44,19
LY,1995,f,45-54,20
LY,1995,f,55-64,13
LY,1995,f,65+,11
LY,1996,m,0-14,4
LY,1996,m,15-24,93
LY,1996,m,25-34,142
LY,1996,m,35-44,82
LY,1996,m,45-54,31
LY,1996,m,55-64,28
LY,1996,m,65+,19
LY,1996,f,0-14,4
LY,1996,f,15-24,30
LY,1996,f,25-34,35
LY,1996,f,35-44,17
LY,1996,f,45-54,10
LY,1996,f,55-64,9
LY,1996,f,65+,11
LY,1999,m,0-14,2
LY,1999,m,15-24,110
LY,1999,m,25-34,257
LY,1999,m,35-44,115
LY,1999,m,45-54,53
LY,1999,m,55-64,36
LY,1999,m,65+,33
LY,1999,f,0-14,6
LY,1999,f,15-24,43
LY,1999,f,25-34,59
LY,1999,f,35-44,25
LY,1999,f,45-54,15
LY,1999,f,55-64,14
LY,1999,f,65+,27
LY,2000,m,0-14,5
LY,2000,m,15-24,101
LY,2000,m,25-34,239
LY,2000,m,35-44,86
LY,2000,m,45-54,36
LY,2000,m,55-64,29
LY,2000,m,65+,32
LY,2000,f,0-14,6
LY,2000,f,15-24,43
LY,2000,f,25-34,35
LY,2000,f,35-44,24
LY,2000,f,45-54,24
LY,2000,f,55-64,16
LY,2000,f,65+,22
LY,2003,m,0-14,0
LY,2003,m,15-24,108
LY,2003,m,25-34,266
LY,2003,m,35-44,142
LY,2003,m,45-54,32
LY,2003,m,55-64,25
LY,2003,m,65+,19
LY,2003,f,0-14,4
LY,2003,f,15-24,43
LY,2003,f,25-34,28
LY,2003,f,35-44,30
LY,2003,f,45-54,25
LY,2003,f,55-64,21
LY,2003,f,65+,21
LY,2004,m,0-14,5
LY,2004,m,15-24,113
LY,2004,m,25-34,310
LY,2004,m,35-44,173
LY,2004,m,45-54,53
LY,2004,m,55-64,24
LY,2004,m,65+,20
LY,2004,f,0-14,1
LY,2004,f,15-24,44
LY,2004,f,25-34,50
LY,2004,f,35-44,20
LY,2004,f,45-54,23
LY,2004,f,55-64,13
LY,2004,f,65+,23
LY,2005,m,0-14,2
LY,2005,m,15-24,114
LY,2005,m,25-34,293
LY,2005,m,35-44,168
LY,2005,m,45-54,52
LY,2005,m,55-64,19
LY,2005,m,65+,35
LY,2005,f,0-14,8
LY,2005,f,15-24,36
LY,2005,f,25-34,36
LY,2005,f,35-44,35
LY,2005,f,45-54,21
LY,2005,f,55-64,21
LY,2005,f,65+,20
LY,2006,m,0-4,0
LY,2006,m,5-14,0
LY,2006,m,0-14,1
LY,2006,m,15-24,98
LY,2006,m,25-34,247
LY,2006,m,35-44,150
LY,2006,m,45-54,49
LY,2006,m,55-64,23
LY,2006,m,65+,23
LY,2006,f,0-4,0
LY,2006,f,5-14,0
LY,2006,f,0-14,8
LY,2006,f,15-24,55
LY,2006,f,25-34,34
LY,2006,f,35-44,24
LY,2006,f,45-54,10
LY,2006,f,55-64,12
LY,2006,f,65+,11
LY,2007,m,0-14,2
LY,2007,m,15-24,61
LY,2007,m,25-34,143
LY,2007,m,35-44,78
LY,2007,m,45-54,26
LY,2007,m,55-64,12
LY,2007,m,65+,10
LY,2007,f,0-14,4
LY,2007,f,15-24,23
LY,2007,f,25-34,17
LY,2007,f,35-44,12
LY,2007,f,45-54,8
LY,2007,f,55-64,7
LY,2007,f,65+,11
LY,2008,m,0-4,1
LY,2008,m,5-14,1
LY,2008,m,0-14,2
LY,2008,m,15-24,116
LY,2008,m,25-34,298
LY,2008,m,35-44,162
LY,2008,m,45-54,85
LY,2008,m,55-64,24
LY,2008,m,65+,19
LY,2008,m,unknown,0
LY,2008,f,0-4,0
LY,2008,f,5-14,6
LY,2008,f,0-14,6
LY,2008,f,15-24,56
LY,2008,f,25-34,35
LY,2008,f,35-44,22
LY,2008,f,45-54,20
LY,2008,f,55-64,9
LY,2008,f,65+,17
LY,2008,f,unknown,0
MA,1995,m,0-14,142
MA,1995,m,15-24,2508
MA,1995,m,25-34,2872
MA,1995,m,35-44,1737
MA,1995,m,45-54,819
MA,1995,m,55-64,573
MA,1995,m,65+,553
MA,1995,f,0-14,191
MA,1995,f,15-24,1708
MA,1995,f,25-34,1288
MA,1995,f,35-44,703
MA,1995,f,45-54,461
MA,1995,f,55-64,317
MA,1995,f,65+,299
MA,1996,m,0-14,118
MA,1996,m,15-24,2618
MA,1996,m,25-34,2844
MA,1996,m,35-44,1721
MA,1996,m,45-54,772
MA,1996,m,55-64,602
MA,1996,m,65+,583
MA,1996,f,0-14,217
MA,1996,f,15-24,1697
MA,1996,f,25-34,1300
MA,1996,f,35-44,677
MA,1996,f,45-54,437
MA,1996,f,55-64,400
MA,1996,f,65+,292
MA,1997,m,0-14,119
MA,1997,m,15-24,2328
MA,1997,m,25-34,2891
MA,1997,m,35-44,1659
MA,1997,m,45-54,761
MA,1997,m,55-64,591
MA,1997,m,65+,557
MA,1997,f,0-14,238
MA,1997,f,15-24,1799
MA,1997,f,25-34,1331
MA,1997,f,35-44,745
MA,1997,f,45-54,416
MA,1997,f,55-64,424
MA,1997,f,65+,275
MA,1998,m,0-14,116
MA,1998,m,15-24,2308
MA,1998,m,25-34,2573
MA,1998,m,35-44,1744
MA,1998,m,45-54,843
MA,1998,m,55-64,560
MA,1998,m,65+,527
MA,1998,f,0-14,182
MA,1998,f,15-24,1600
MA,1998,f,25-34,1150
MA,1998,f,35-44,679
MA,1998,f,45-54,412
MA,1998,f,55-64,402
MA,1998,f,65+,330
MA,1999,m,0-14,78
MA,1999,m,15-24,2296
MA,1999,m,25-34,2696
MA,1999,m,35-44,1641
MA,1999,m,45-54,815
MA,1999,m,55-64,559
MA,1999,m,65+,562
MA,1999,f,0-14,156
MA,1999,f,15-24,1654
MA,1999,f,25-34,1143
MA,1999,f,35-44,691
MA,1999,f,45-54,446
MA,1999,f,55-64,351
MA,1999,f,65+,332
MA,2000,m,0-14,99
MA,2000,m,15-24,2061
MA,2000,m,25-34,2423
MA,2000,m,35-44,1705
MA,2000,m,45-54,855
MA,2000,m,55-64,485
MA,2000,m,65+,595
MA,2000,f,0-14,170
MA,2000,f,15-24,1530
MA,2000,f,25-34,1121
MA,2000,f,35-44,672
MA,2000,f,45-54,398
MA,2000,f,55-64,406
MA,2000,f,65+,352
MA,2001,m,0-14,85
MA,2001,m,15-24,2200
MA,2001,m,25-34,2256
MA,2001,m,35-44,1731
MA,2001,m,45-54,929
MA,2001,m,55-64,561
MA,2001,m,65+,606
MA,2001,f,0-14,156
MA,2001,f,15-24,1477
MA,2001,f,25-34,1046
MA,2001,f,35-44,596
MA,2001,f,45-54,402
MA,2001,f,55-64,399
MA,2001,f,65+,360
MA,2002,m,0-14,79
MA,2002,m,15-24,2190
MA,2002,m,25-34,2341
MA,2002,m,35-44,1647
MA,2002,m,45-54,941
MA,2002,m,55-64,525
MA,2002,m,65+,577
MA,2002,f,0-14,144
MA,2002,f,15-24,1483
MA,2002,f,25-34,1088
MA,2002,f,35-44,713
MA,2002,f,45-54,443
MA,2002,f,55-64,357
MA,2002,f,65+,386
MA,2003,m,0-14,91
MA,2003,m,15-24,2225
MA,2003,m,25-34,2347
MA,2003,m,35-44,1667
MA,2003,m,45-54,1004
MA,2003,m,55-64,525
MA,2003,m,65+,550
MA,2003,f,0-14,168
MA,2003,f,15-24,1455
MA,2003,f,25-34,1029
MA,2003,f,35-44,633
MA,2003,f,45-54,431
MA,2003,f,55-64,366
MA,2003,f,65+,351
MA,2004,m,0-14,68
MA,2004,m,15-24,2081
MA,2004,m,25-34,2397
MA,2004,m,35-44,1676
MA,2004,m,45-54,1114
MA,2004,m,55-64,533
MA,2004,m,65+,539
MA,2004,f,0-14,149
MA,2004,f,15-24,1196
MA,2004,f,25-34,981
MA,2004,f,35-44,517
MA,2004,f,45-54,373
MA,2004,f,55-64,331
MA,2004,f,65+,325
MA,2005,m,0-14,79
MA,2005,m,15-24,2222
MA,2005,m,25-34,2515
MA,2005,m,35-44,1583
MA,2005,m,45-54,1057
MA,2005,m,55-64,580
MA,2005,m,65+,591
MA,2005,f,0-14,167
MA,2005,f,15-24,1330
MA,2005,f,25-34,943
MA,2005,f,35-44,546
MA,2005,f,45-54,403
MA,2005,f,55-64,343
MA,2005,f,65+,398
MA,2006,m,0-4,4
MA,2006,m,5-14,69
MA,2006,m,0-14,73
MA,2006,m,15-24,2104
MA,2006,m,25-34,2373
MA,2006,m,35-44,1498
MA,2006,m,45-54,1036
MA,2006,m,55-64,527
MA,2006,m,65+,551
MA,2006,f,0-4,6
MA,2006,f,5-14,149
MA,2006,f,0-14,155
MA,2006,f,15-24,1273
MA,2006,f,25-34,1025
MA,2006,f,35-44,597
MA,2006,f,45-54,426
MA,2006,f,55-64,335
MA,2006,f,65+,307
MA,2007,m,0-4,4
MA,2007,m,5-14,70
MA,2007,m,0-14,74
MA,2007,m,15-24,2098
MA,2007,m,25-34,2370
MA,2007,m,35-44,1545
MA,2007,m,45-54,1165
MA,2007,m,55-64,545
MA,2007,m,65+,529
MA,2007,f,0-4,6
MA,2007,f,5-14,117
MA,2007,f,0-14,123
MA,2007,f,15-24,1177
MA,2007,f,25-34,837
MA,2007,f,35-44,444
MA,2007,f,45-54,354
MA,2007,f,55-64,306
MA,2007,f,65+,370
MA,2008,m,0-4,5
MA,2008,m,5-14,46
MA,2008,m,0-14,51
MA,2008,m,15-24,1992
MA,2008,m,25-34,2372
MA,2008,m,35-44,1514
MA,2008,m,45-54,1179
MA,2008,m,55-64,633
MA,2008,m,65+,589
MA,2008,m,unknown,0
MA,2008,f,0-4,4
MA,2008,f,5-14,120
MA,2008,f,0-14,124
MA,2008,f,15-24,1081
MA,2008,f,25-34,803
MA,2008,f,35-44,479
MA,2008,f,45-54,360
MA,2008,f,55-64,290
MA,2008,f,65+,358
MA,2008,f,unknown,0
MC,1999,m,0-14,0
MC,1999,m,15-24,0
MC,1999,m,25-34,0
MC,1999,m,35-44,0
MC,1999,m,45-54,1
MC,1999,m,55-64,0
MC,1999,m,65+,0
MC,1999,f,0-14,0
MC,1999,f,15-24,0
MC,1999,f,25-34,0
MC,1999,f,35-44,0
MC,1999,f,45-54,0
MC,1999,f,55-64,0
MC,1999,f,65+,1
MD,1995,m,0-14,0
MD,1995,m,15-24,55
MD,1995,m,25-34,115
MD,1995,m,35-44,166
MD,1995,m,45-54,95
MD,1995,m,55-64,65
MD,1995,m,65+,15
MD,1995,f,0-14,2
MD,1995,f,15-24,42
MD,1995,f,25-34,38
MD,1995,f,35-44,31
MD,1995,f,45-54,19
MD,1995,f,55-64,10
MD,1995,f,65+,12
MD,1996,m,0-14,0
MD,1996,m,15-24,26
MD,1996,m,25-34,33
MD,1996,m,35-44,55
MD,1996,m,45-54,34
MD,1996,m,55-64,9
MD,1996,m,65+,5
MD,1996,f,0-14,2
MD,1996,f,15-24,10
MD,1996,f,25-34,14
MD,1996,f,35-44,18
MD,1996,f,45-54,4
MD,1996,f,55-64,3
MD,1996,f,65+,6
MD,1997,m,0-14,0
MD,1997,m,15-24,51
MD,1997,m,25-34,65
MD,1997,m,35-44,86
MD,1997,m,45-54,47
MD,1997,m,55-64,35
MD,1997,m,65+,13
MD,1997,f,0-14,0
MD,1997,f,15-24,24
MD,1997,f,25-34,32
MD,1997,f,35-44,16
MD,1997,f,45-54,14
MD,1997,f,55-64,6
MD,1997,f,65+,8
MD,1998,m,0-14,2
MD,1998,m,15-24,72
MD,1998,m,25-34,67
MD,1998,m,35-44,116
MD,1998,m,45-54,56
MD,1998,m,55-64,36
MD,1998,m,65+,16
MD,1998,f,0-14,2
MD,1998,f,15-24,34
MD,1998,f,25-34,20
MD,1998,f,35-44,34
MD,1998,f,45-54,10
MD,1998,f,55-64,5
MD,1998,f,65+,7
MD,1999,m,0-14,1
MD,1999,m,15-24,89
MD,1999,m,25-34,123
MD,1999,m,35-44,144
MD,1999,m,45-54,84
MD,1999,m,55-64,29
MD,1999,m,65+,14
MD,1999,f,0-14,3
MD,1999,f,15-24,31
MD,1999,f,25-34,32
MD,1999,f,35-44,27
MD,1999,f,45-54,19
MD,1999,f,55-64,7
MD,1999,f,65+,6
MD,2000,m,0-14,2
MD,2000,m,15-24,52
MD,2000,m,25-34,31
MD,2000,m,35-44,36
MD,2000,m,45-54,13
MD,2000,m,55-64,13
MD,2000,m,65+,6
MD,2000,f,0-14,1
MD,2000,f,15-24,16
MD,2000,f,25-34,32
MD,2000,f,35-44,45
MD,2000,f,45-54,23
MD,2000,f,55-64,14
MD,2000,f,65+,6
MD,2001,m,0-14,1
MD,2001,m,15-24,152
MD,2001,m,25-34,197
MD,2001,m,35-44,230
MD,2001,m,45-54,158
MD,2001,m,55-64,62
MD,2001,m,65+,32
MD,2001,f,0-14,6
MD,2001,f,15-24,58
MD,2001,f,25-34,61
MD,2001,f,35-44,46
MD,2001,f,45-54,33
MD,2001,f,55-64,14
MD,2001,f,65+,10
MD,2002,m,0-14,5
MD,2002,m,15-24,159
MD,2002,m,25-34,220
MD,2002,m,35-44,237
MD,2002,m,45-54,181
MD,2002,m,55-64,49
MD,2002,m,65+,33
MD,2002,f,0-14,11
MD,2002,f,15-24,71
MD,2002,f,25-34,76
MD,2002,f,35-44,41
MD,2002,f,45-54,32
MD,2002,f,55-64,23
MD,2002,f,65+,8
MD,2003,m,0-14,1
MD,2003,m,15-24,152
MD,2003,m,25-34,201
MD,2003,m,35-44,252
MD,2003,m,45-54,206
MD,2003,m,55-64,62
MD,2003,m,65+,25
MD,2003,f,0-14,1
MD,2003,f,15-24,101
MD,2003,f,25-34,71
MD,2003,f,35-44,64
MD,2003,f,45-54,40
MD,2003,f,55-64,16
MD,2003,f,65+,22
MD,2004,m,0-14,8
MD,2004,m,15-24,210
MD,2004,m,25-34,277
MD,2004,m,35-44,284
MD,2004,m,45-54,267
MD,2004,m,55-64,89
MD,2004,m,65+,42
MD,2004,f,0-14,11
MD,2004,f,15-24,91
MD,2004,f,25-34,97
MD,2004,f,35-44,57
MD,2004,f,45-54,53
MD,2004,f,55-64,28
MD,2004,f,65+,22
MD,2005,m,0-4,0
MD,2005,m,5-14,2
MD,2005,m,0-14,2
MD,2005,m,15-24,211
MD,2005,m,25-34,337
MD,2005,m,35-44,345
MD,2005,m,45-54,313
MD,2005,m,55-64,106
MD,2005,m,65+,31
MD,2005,m,unknown,0
MD,2005,f,0-4,0
MD,2005,f,5-14,3
MD,2005,f,0-14,3
MD,2005,f,15-24,97
MD,2005,f,25-34,92
MD,2005,f,35-44,57
MD,2005,f,45-54,61
MD,2005,f,55-64,23
MD,2005,f,65+,18
MD,2005,f,unknown,0
MD,2006,m,0-14,2
MD,2006,m,15-24,175
MD,2006,m,25-34,302
MD,2006,m,35-44,349
MD,2006,m,45-54,312
MD,2006,m,55-64,106
MD,2006,m,65+,32
MD,2006,m,unknown,0
MD,2006,f,0-14,7
MD,2006,f,15-24,91
MD,2006,f,25-34,108
MD,2006,f,35-44,72
MD,2006,f,45-54,67
MD,2006,f,55-64,25
MD,2006,f,65+,31
MD,2006,f,unknown,0
MD,2007,m,0-4,0
MD,2007,m,5-14,0
MD,2007,m,0-14,0
MD,2007,m,15-24,181
MD,2007,m,25-34,281
MD,2007,m,35-44,343
MD,2007,m,45-54,314
MD,2007,m,55-64,107
MD,2007,m,65+,35
MD,2007,m,unknown,0
MD,2007,f,0-4,0
MD,2007,f,5-14,2
MD,2007,f,0-14,2
MD,2007,f,15-24,97
MD,2007,f,25-34,85
MD,2007,f,35-44,57
MD,2007,f,45-54,58
MD,2007,f,55-64,25
MD,2007,f,65+,25
MD,2007,f,unknown,0
MD,2008,m,0-4,0
MD,2008,m,5-14,1
MD,2008,m,0-14,1
MD,2008,m,15-24,167
MD,2008,m,25-34,271
MD,2008,m,35-44,314
MD,2008,m,45-54,317
MD,2008,m,55-64,105
MD,2008,m,65+,32
MD,2008,m,unknown,0
MD,2008,f,0-4,2
MD,2008,f,5-14,2
MD,2008,f,0-14,4
MD,2008,f,15-24,85
MD,2008,f,25-34,81
MD,2008,f,35-44,57
MD,2008,f,45-54,52
MD,2008,f,55-64,22
MD,2008,f,65+,25
MD,2008,f,unknown,0
ME,2005,m,0-4,0
ME,2005,m,5-14,0
ME,2005,m,0-14,0
ME,2005,m,15-24,3
ME,2005,m,25-34,5
ME,2005,m,35-44,7
ME,2005,m,45-54,15
ME,2005,m,55-64,4
ME,2005,m,65+,8
ME,2005,m,unknown,0
ME,2005,f,0-4,0
ME,2005,f,5-14,0
ME,2005,f,0-14,0
ME,2005,f,15-24,0
ME,2005,f,25-34,7
ME,2005,f,35-44,3
ME,2005,f,45-54,4
ME,2005,f,55-64,0
ME,2005,f,65+,8
ME,2005,f,unknown,0
ME,2006,m,0-4,0
ME,2006,m,5-14,0
ME,2006,m,0-14,0
ME,2006,m,15-24,0
ME,2006,m,25-34,7
ME,2006,m,35-44,7
ME,2006,m,45-54,12
ME,2006,m,55-64,9
ME,2006,m,65+,3
ME,2006,m,unknown,0
ME,2006,f,0-4,0
ME,2006,f,5-14,0
ME,2006,f,15-24,3
ME,2006,f,25-34,4
ME,2006,f,35-44,4
ME,2006,f,45-54,4
ME,2006,f,55-64,3
ME,2006,f,65+,2
ME,2006,f,unknown,0
ME,2007,m,0-4,0
ME,2007,m,5-14,0
ME,2007,m,0-14,0
ME,2007,m,15-24,0
ME,2007,m,25-34,6
ME,2007,m,35-44,3
ME,2007,m,45-54,10
ME,2007,m,55-64,1
ME,2007,m,65+,3
ME,2007,m,unknown,1
ME,2007,f,0-4,0
ME,2007,f,5-14,0
ME,2007,f,0-14,0
ME,2007,f,15-24,3
ME,2007,f,25-34,3
ME,2007,f,35-44,4
ME,2007,f,45-54,3
ME,2007,f,55-64,3
ME,2007,f,65+,1
ME,2007,f,unknown,0
ME,2008,m,0-4,0
ME,2008,m,5-14,0
ME,2008,m,0-14,0
ME,2008,m,15-24,2
ME,2008,m,25-34,7
ME,2008,m,35-44,10
ME,2008,m,45-54,5
ME,2008,m,55-64,5
ME,2008,m,65+,1
ME,2008,m,unknown,0
ME,2008,f,0-4,0
ME,2008,f,5-14,0
ME,2008,f,0-14,0
ME,2008,f,15-24,4
ME,2008,f,25-34,5
ME,2008,f,35-44,5
ME,2008,f,45-54,10
ME,2008,f,55-64,4
ME,2008,f,65+,7
ME,2008,f,unknown,0
MG,1995,m,0-14,79
MG,1995,m,15-24,791
MG,1995,m,25-34,1289
MG,1995,m,35-44,1173
MG,1995,m,45-54,630
MG,1995,m,55-64,423
MG,1995,m,65+,242
MG,1995,f,0-14,100
MG,1995,f,15-24,799
MG,1995,f,25-34,1108
MG,1995,f,35-44,744
MG,1995,f,45-54,340
MG,1995,f,55-64,230
MG,1995,f,65+,78
MG,1996,m,0-14,68
MG,1996,m,15-24,888
MG,1996,m,25-34,1325
MG,1996,m,35-44,1271
MG,1996,m,45-54,673
MG,1996,m,55-64,484
MG,1996,m,65+,285
MG,1996,f,0-14,106
MG,1996,f,15-24,808
MG,1996,f,25-34,1031
MG,1996,f,35-44,744
MG,1996,f,45-54,393
MG,1996,f,55-64,197
MG,1996,f,65+,79
MG,1998,m,0-14,70
MG,1998,m,15-24,827
MG,1998,m,25-34,1545
MG,1998,m,35-44,1420
MG,1998,m,45-54,829
MG,1998,m,55-64,485
MG,1998,m,65+,282
MG,1998,f,0-14,108
MG,1998,f,15-24,852
MG,1998,f,25-34,1193
MG,1998,f,35-44,824
MG,1998,f,45-54,430
MG,1998,f,55-64,253
MG,1998,f,65+,117
MG,2001,m,0-14,103
MG,2001,m,15-24,1033
MG,2001,m,25-34,1588
MG,2001,m,35-44,1625
MG,2001,m,45-54,1094
MG,2001,m,55-64,613
MG,2001,m,65+,404
MG,2001,f,0-14,190
MG,2001,f,15-24,1010
MG,2001,f,25-34,1349
MG,2001,f,35-44,1094
MG,2001,f,45-54,546
MG,2001,f,55-64,289
MG,2001,f,65+,154
MG,2002,m,0-14,94
MG,2002,m,15-24,1023
MG,2002,m,25-34,1594
MG,2002,m,35-44,1563
MG,2002,m,45-54,1174
MG,2002,m,55-64,609
MG,2002,m,65+,398
MG,2002,f,0-14,163
MG,2002,f,15-24,983
MG,2002,f,25-34,1372
MG,2002,f,35-44,1000
MG,2002,f,45-54,598
MG,2002,f,55-64,234
MG,2002,f,65+,135
MG,2003,m,0-14,123
MG,2003,m,15-24,1249
MG,2003,m,25-34,1830
MG,2003,m,35-44,1839
MG,2003,m,45-54,1413
MG,2003,m,55-64,723
MG,2003,m,65+,438
MG,2003,f,0-14,216
MG,2003,f,15-24,1164
MG,2003,f,25-34,1578
MG,2003,f,35-44,1240
MG,2003,f,45-54,743
MG,2003,f,55-64,326
MG,2003,f,65+,191
MG,2004,m,0-14,118
MG,2004,m,15-24,1025
MG,2004,m,25-34,1593
MG,2004,m,35-44,1482
MG,2004,m,45-54,1026
MG,2004,m,55-64,495
MG,2004,m,65+,300
MG,2004,f,0-14,130
MG,2004,f,15-24,950
MG,2004,f,25-34,1130
MG,2004,f,35-44,841
MG,2004,f,45-54,513
MG,2004,f,55-64,220
MG,2004,f,65+,95
MG,2005,m,0-14,98
MG,2005,m,15-24,1159
MG,2005,m,25-34,1867
MG,2005,m,35-44,1732
MG,2005,m,45-54,1349
MG,2005,m,55-64,582
MG,2005,m,65+,333
MG,2005,f,0-14,150
MG,2005,f,15-24,1012
MG,2005,f,25-34,1451
MG,2005,f,35-44,1047
MG,2005,f,45-54,614
MG,2005,f,55-64,248
MG,2005,f,65+,129
MG,2006,m,0-14,117
MG,2006,m,15-24,1500
MG,2006,m,25-34,2391
MG,2006,m,35-44,2220
MG,2006,m,45-54,1714
MG,2006,m,55-64,766
MG,2006,m,65+,458
MG,2006,f,0-14,208
MG,2006,f,15-24,1458
MG,2006,f,25-34,1944
MG,2006,f,35-44,1444
MG,2006,f,45-54,874
MG,2006,f,55-64,353
MG,2006,f,65+,166
MG,2007,m,0-4,94
MG,2007,m,5-14,102
MG,2007,m,0-14,196
MG,2007,m,15-24,1473
MG,2007,m,25-34,2353
MG,2007,m,35-44,2097
MG,2007,m,45-54,1671
MG,2007,m,55-64,823
MG,2007,m,65+,438
MG,2007,f,0-4,16
MG,2007,f,5-14,207
MG,2007,f,0-14,223
MG,2007,f,15-24,1456
MG,2007,f,25-34,1810
MG,2007,f,35-44,1354
MG,2007,f,45-54,880
MG,2007,f,55-64,378
MG,2007,f,65+,192
MG,2008,m,0-4,21
MG,2008,m,5-14,121
MG,2008,m,0-14,142
MG,2008,m,15-24,1499
MG,2008,m,25-34,2294
MG,2008,m,35-44,2113
MG,2008,m,45-54,1669
MG,2008,m,55-64,836
MG,2008,m,65+,465
MG,2008,m,unknown,0
MG,2008,f,0-4,19
MG,2008,f,5-14,232
MG,2008,f,0-14,251
MG,2008,f,15-24,1433
MG,2008,f,25-34,1846
MG,2008,f,35-44,1352
MG,2008,f,45-54,911
MG,2008,f,55-64,383
MG,2008,f,65+,171
MG,2008,f,unknown,0
MH,1996,m,0-14,7
MH,1996,m,15-24,8
MH,1996,m,25-34,3
MH,1996,m,35-44,3
MH,1996,m,45-54,5
MH,1996,m,55-64,3
MH,1996,m,65+,0
MH,1996,f,0-14,12
MH,1996,f,15-24,7
MH,1996,f,25-34,3
MH,1996,f,35-44,3
MH,1996,f,45-54,2
MH,1996,f,55-64,3
MH,1996,f,65+,2
MH,1998,m,0-14,0
MH,1998,m,15-24,2
MH,1998,m,25-34,0
MH,1998,m,35-44,1
MH,1998,m,45-54,1
MH,1998,m,55-64,1
MH,1998,m,65+,0
MH,1998,f,0-14,0
MH,1998,f,15-24,1
MH,1998,f,25-34,3
MH,1998,f,35-44,1
MH,1998,f,45-54,0
MH,1998,f,55-64,1
MH,1998,f,65+,0
MH,1999,m,0-14,5
MH,1999,m,15-24,10
MH,1999,m,25-34,3
